AGE,EMPLO1MENT_STATUS,SOCIAL_CLASS,INCIDENT_SEVERITY,ANY_INJURY,POLICE_REPORT_AVAILABLE,CLAIM_STATUS
37,1,2,1,0,1,A
63,1,1,3,1,0,A
58,1,1,1,0,0,A
26,1,1,3,1,0,A
64,1,1,3,1,1,A
55,1,2,1,1,1,A
59,1,2,2,1,1,A
37,1,1,2,1,1,A
48,1,2,1,0,1,A
49,1,1,3,1,1,A
44,1,3,2,1,1,A
31,1,2,3,0,1,A
26,1,2,1,0,1,A
50,1,2,3,1,1,A
57,1,2,2,0,0,A
50,1,2,3,1,0,A
31,1,2,2,0,1,A
46,1,2,2,1,0,A
48,1,2,3,1,1,A
33,1,1,1,1,1,A
58,1,2,3,0,1,A
29,1,1,1,1,1,A
56,1,2,3,0,1,A
46,1,2,1,1,0,A
52,1,3,3,1,1,A
62,1,2,3,1,1,A
57,1,2,1,0,1,A
25,1,1,1,1,1,A
40,1,2,3,1,1,A
45,1,2,1,1,0,A
49,1,1,3,0,1,A
63,1,2,3,1,1,A
41,1,3,2,1,1,A
62,1,3,3,1,1,A
64,1,3,3,0,1,A
51,1,1,2,1,1,A
29,1,2,1,0,1,A
60,1,3,2,0,1,A
60,1,3,2,0,1,A
26,1,2,1,1,0,A
53,1,3,3,0,1,A
54,1,2,3,1,0,A
61,1,1,2,0,0,A
58,1,1,2,1,1,A
57,1,1,1,1,1,A
58,1,1,2,1,1,A
39,1,1,3,0,1,A
32,1,1,2,0,1,A
31,1,2,1,1,1,A
60,1,1,1,1,1,D
37,1,2,1,1,0,A
64,1,2,2,1,1,D
58,1,2,1,1,1,A
53,1,3,2,1,1,A
60,1,2,1,1,1,A
58,1,2,2,1,1,A
28,1,1,2,0,1,A
50,1,1,1,0,0,A
37,1,2,3,1,1,A
50,1,2,3,1,1,A
50,1,1,1,1,0,A
61,1,1,1,1,1,A
41,1,3,2,0,1,A
40,1,1,2,1,1,A
60,1,2,2,1,0,D
28,1,1,3,1,1,A
58,1,1,1,0,1,A
45,1,2,3,1,1,A
63,1,2,2,1,1,A
48,1,1,1,0,1,A
42,1,1,2,1,0,A
44,1,2,1,1,1,A
63,1,3,3,1,1,A
25,1,2,1,1,1,A
36,1,2,2,0,1,A
54,1,2,3,1,0,A
62,1,2,1,0,1,A
28,1,3,3,1,1,A
32,1,2,3,1,1,A
27,1,2,1,0,1,A
29,1,3,3,1,1,A
60,1,3,3,1,1,A
62,1,2,3,1,1,A
49,1,1,3,0,1,A
62,1,3,1,1,1,A
36,1,1,2,1,1,A
42,1,2,3,1,0,A
63,1,2,1,0,0,A
26,1,1,1,1,1,A
26,1,3,2,1,1,A
43,1,2,2,1,1,A
29,1,2,2,1,1,A
25,1,3,3,0,1,D
41,1,1,1,0,1,A
52,1,1,3,0,0,A
43,1,2,3,1,1,A
48,1,1,2,0,1,A
29,1,1,1,1,1,A
36,1,1,1,1,1,A
57,1,1,3,1,1,A
32,1,3,3,0,1,A
43,1,2,1,1,0,A
52,1,1,2,0,0,A
31,1,3,1,0,0,A
27,1,2,3,1,1,A
36,1,1,1,1,1,A
42,1,2,2,0,0,A
63,1,2,1,1,1,D
59,1,2,3,1,1,A
57,1,3,1,1,1,A
61,1,1,2,1,1,A
28,1,2,1,1,1,A
40,1,1,3,1,0,A
54,1,1,2,1,1,A
35,1,2,1,1,1,A
55,1,2,2,1,1,A
33,1,2,2,1,1,A
39,1,1,1,0,1,A
30,1,1,1,1,1,A
52,1,3,3,1,0,A
25,1,2,1,1,1,A
30,1,2,3,0,1,A
55,1,2,1,1,1,A
30,1,2,2,1,1,A
62,1,2,2,0,0,A
60,1,1,2,1,1,A
56,1,3,2,1,1,A
43,1,3,2,1,0,A
50,1,3,1,1,1,A
57,1,3,2,1,1,A
40,1,2,2,1,1,A
41,1,2,1,0,1,A
53,1,2,1,0,1,A
60,1,2,1,1,0,A
55,1,2,2,1,1,A
47,1,2,3,1,0,A
50,1,3,1,1,1,A
38,1,3,1,1,1,A
52,1,2,3,0,1,A
32,1,3,1,0,1,A
62,1,1,2,0,0,D
57,1,3,2,1,0,A
58,1,2,2,0,1,A
57,1,3,1,1,1,A
40,1,2,3,1,1,A
36,1,1,3,0,1,A
62,1,1,2,1,1,A
50,1,2,2,0,1,A
42,1,3,3,1,0,A
44,1,3,3,1,0,A
48,1,2,1,0,1,A
27,1,3,1,1,0,A
39,1,2,2,1,0,A
27,1,2,2,1,1,A
54,1,2,2,1,1,A
62,1,3,2,1,0,A
58,1,1,2,0,1,A
59,1,2,2,0,0,A
37,1,1,3,1,0,A
26,1,3,2,0,0,A
38,1,3,2,1,1,A
36,1,2,1,1,1,A
28,1,2,2,1,1,A
27,1,3,2,1,1,A
57,1,3,3,0,1,A
64,1,2,1,1,1,A
52,1,1,3,1,1,A
28,1,2,2,0,1,A
28,1,3,1,1,1,A
35,1,1,1,1,0,A
38,1,1,3,1,1,A
40,1,2,3,1,1,A
29,1,3,3,0,1,A
45,1,2,2,1,1,A
35,1,1,2,0,1,A
30,1,3,3,0,1,A
30,1,1,2,1,1,A
36,1,2,2,1,1,A
28,1,2,3,1,0,A
37,1,3,1,1,1,A
60,1,3,3,1,0,A
31,1,3,3,1,0,A
54,1,1,2,0,1,A
40,1,2,1,1,1,A
38,1,3,1,1,1,A
45,1,3,1,1,1,A
25,1,3,2,1,1,A
44,1,1,2,1,0,A
51,1,3,1,1,1,A
37,1,2,3,0,1,A
55,1,1,3,0,1,A
31,1,3,2,1,1,A
37,1,3,2,1,0,A
61,1,1,1,1,1,A
54,1,2,1,1,1,A
29,1,1,1,1,1,A
32,1,2,3,1,0,A
29,1,3,3,1,1,A
36,1,1,3,1,1,A
38,1,1,2,0,1,A
27,1,2,1,0,1,A
34,1,1,1,0,0,A
55,1,2,3,1,1,A
48,1,1,1,0,1,A
44,1,2,2,1,1,A
48,1,3,1,1,1,A
33,1,2,3,1,0,A
44,1,3,3,1,1,A
42,1,2,2,1,1,A
49,1,1,3,1,1,A
53,1,2,3,1,1,A
49,1,3,3,0,1,A
33,1,2,1,1,1,A
37,1,2,2,0,1,A
44,1,1,2,1,1,A
60,1,2,1,0,1,A
42,1,2,1,1,1,A
57,1,1,2,1,1,A
52,1,1,1,1,0,A
53,1,3,3,1,1,A
39,1,2,1,1,1,A
63,1,3,3,1,0,D
48,1,2,2,1,1,A
55,1,2,3,1,0,A
61,1,2,3,1,1,A
51,1,2,1,1,1,A
53,1,2,2,1,0,A
42,1,2,1,1,0,A
58,1,2,1,1,1,A
53,1,1,3,1,1,A
47,1,2,2,0,1,A
60,1,1,1,1,1,A
38,1,2,3,1,0,D
38,1,1,1,1,1,A
62,1,1,2,0,0,A
53,1,3,3,1,0,A
58,1,2,3,0,0,A
58,1,2,3,1,0,A
48,1,1,2,1,1,A
41,1,2,1,1,1,A
42,1,2,3,1,1,A
43,1,2,1,1,1,A
31,1,3,1,1,1,A
49,1,1,2,1,1,A
38,1,2,3,1,1,A
54,1,1,3,1,1,A
38,1,1,3,1,0,A
57,1,2,1,1,1,A
40,1,3,3,0,1,A
31,1,1,2,1,1,A
54,1,3,1,1,1,A
51,1,1,2,1,1,A
36,1,1,2,1,0,A
63,1,3,3,0,1,A
58,1,2,1,1,1,A
49,1,2,1,0,1,A
30,1,1,2,1,1,A
60,1,1,1,0,1,A
61,1,2,2,0,1,A
46,1,2,1,0,1,A
40,1,3,1,1,0,A
46,1,3,1,0,0,A
53,1,2,2,0,0,A
57,1,1,1,1,1,A
27,1,3,2,0,1,A
39,1,3,3,1,1,A
40,1,1,1,1,1,A
32,1,2,1,1,1,D
43,1,2,3,1,1,A
26,1,3,3,0,0,A
59,1,2,3,1,1,A
64,1,2,3,1,0,A
41,1,1,2,0,1,A
46,1,2,1,0,1,A
53,1,3,1,1,1,A
46,1,1,2,1,0,A
40,1,2,2,1,1,A
49,1,3,1,1,1,A
49,1,1,1,1,1,A
42,1,2,1,0,0,A
35,1,2,3,1,1,A
57,1,2,2,1,0,A
37,1,3,2,1,1,A
63,1,2,1,1,1,A
57,1,2,3,1,1,A
46,1,3,1,0,1,A
55,1,2,2,0,1,A
50,1,3,2,1,1,A
44,1,1,3,0,1,A
28,1,2,3,0,1,A
53,1,2,2,1,1,A
41,1,1,2,0,0,A
29,1,3,1,1,1,A
47,1,2,1,1,0,A
63,1,2,3,0,1,A
28,1,1,3,1,1,A
58,1,3,2,0,1,A
50,1,1,1,0,1,A
63,1,1,3,1,1,A
31,1,3,3,1,1,A
48,1,2,1,1,1,A
54,1,2,1,1,1,A
27,1,2,1,0,0,A
26,1,1,3,0,1,A
49,1,2,1,1,0,A
29,1,1,3,1,0,A
48,1,2,2,1,0,A
50,1,1,2,1,0,A
39,1,2,2,1,1,A
50,1,2,1,1,1,A
50,1,3,3,0,0,A
62,1,3,3,1,1,A
58,1,1,3,0,1,A
26,1,2,1,1,1,A
27,1,2,1,1,0,A
47,1,1,1,0,1,A
37,1,3,1,0,0,D
47,1,1,3,1,1,A
64,1,1,2,1,1,A
48,1,3,3,1,1,D
60,1,2,3,1,1,A
62,1,2,1,1,0,A
47,1,2,2,1,1,A
45,1,3,3,0,1,A
37,1,2,3,1,0,A
34,1,2,1,1,1,A
43,1,3,2,1,1,A
28,1,2,3,1,1,A
52,1,1,3,1,1,A
40,1,1,3,1,1,A
62,1,3,3,0,1,A
25,1,2,2,1,1,A
32,1,1,3,1,1,A
31,1,2,1,1,1,A
55,1,2,2,1,1,A
52,1,1,2,1,1,A
54,1,2,2,0,0,A
35,1,3,2,0,1,A
42,1,2,1,1,0,A
53,1,3,1,1,0,A
31,1,1,2,1,0,A
34,1,2,1,1,0,A
34,1,1,3,1,0,A
31,1,3,1,0,1,A
56,1,3,1,0,1,A
29,1,2,2,1,1,A
38,1,2,1,1,1,A
56,1,3,2,0,0,A
35,1,3,1,1,1,A
30,1,1,1,1,1,A
32,1,1,2,1,1,A
44,1,2,3,1,0,A
33,1,1,2,0,1,A
56,1,3,1,0,0,A
49,1,2,2,1,1,A
34,1,2,3,1,1,A
42,1,3,1,1,1,A
51,1,1,1,1,1,A
50,1,2,3,1,1,A
45,1,1,3,1,0,A
34,1,1,3,1,0,A
44,1,1,2,1,0,A
45,1,1,1,0,0,A
38,1,2,3,1,1,A
43,1,3,2,0,1,A
58,1,2,3,1,1,A
57,1,2,2,0,0,A
35,1,2,2,1,1,A
32,1,2,2,0,1,A
32,1,3,1,1,1,A
45,1,2,2,1,1,A
57,1,3,1,1,1,A
64,1,1,2,1,0,A
38,1,2,3,1,1,A
32,1,1,1,1,1,A
54,1,3,2,0,1,A
26,1,3,3,1,0,A
53,1,3,3,1,0,A
54,1,2,3,0,1,A
35,1,2,1,1,1,A
64,1,1,1,1,1,A
63,1,2,3,0,1,A
41,1,1,1,1,1,A
43,1,2,1,1,0,A
44,1,2,3,1,0,A
60,1,2,2,1,0,A
60,1,1,2,1,1,D
40,1,1,1,1,0,A
55,1,2,1,0,1,A
51,1,3,3,1,0,A
39,1,1,2,0,1,A
50,1,2,2,0,0,A
33,1,1,1,1,1,A
39,1,3,3,0,0,A
46,1,3,3,1,1,A
25,1,1,3,0,1,A
55,1,2,3,0,1,A
61,1,2,3,0,1,A
51,1,3,2,0,1,A
29,1,2,1,1,1,A
45,1,2,1,0,1,A
35,1,1,3,1,0,A
27,1,3,2,1,1,A
36,1,2,3,1,0,A
34,1,2,1,1,0,A
26,1,1,3,1,1,A
40,1,2,3,1,1,A
54,1,1,3,0,1,D
62,1,3,1,1,1,A
64,1,2,3,0,1,A
39,1,3,3,1,1,D
44,1,1,2,1,1,A
27,1,1,2,1,1,A
50,1,2,1,1,1,A
53,1,3,3,1,0,A
35,1,2,1,1,1,A
48,1,2,3,1,0,A
35,1,2,3,1,1,A
38,1,3,3,0,0,A
56,1,2,1,1,1,A
44,1,2,2,1,1,A
54,1,2,3,0,1,A
38,1,2,3,1,0,A
30,1,2,3,1,0,A
42,1,3,1,1,1,A
26,1,2,2,1,1,A
34,1,2,1,1,1,A
44,1,1,1,1,0,A
61,1,3,1,0,1,A
63,1,2,3,1,1,A
51,1,2,1,0,1,A
53,1,2,3,0,1,A
29,1,1,1,0,1,A
42,1,1,1,1,1,A
64,1,1,1,1,1,A
47,1,2,2,1,0,A
25,1,3,2,0,1,A
43,1,2,3,0,1,A
56,1,2,2,1,1,D
62,1,1,1,0,0,A
58,1,2,1,0,1,A
41,1,3,1,1,1,A
29,1,2,3,1,1,A
56,1,3,3,1,1,A
45,1,3,2,1,1,A
55,1,2,2,1,0,A
28,1,2,1,0,0,A
27,1,2,1,1,1,A
30,1,2,3,1,0,A
37,1,1,2,1,1,D
39,1,1,2,0,1,A
44,1,2,2,1,1,A
58,1,2,1,1,1,A
26,1,2,1,1,1,A
61,1,2,3,0,0,A
62,1,2,2,1,1,A
60,1,2,3,0,0,A
48,1,2,2,1,1,A
28,1,3,2,1,1,A
50,1,2,1,1,1,A
47,1,1,2,1,0,A
55,1,3,2,0,0,A
62,1,2,3,1,0,A
59,1,1,3,1,1,A
42,1,2,2,1,1,A
52,1,1,2,1,0,A
50,1,3,3,1,1,A
64,1,2,2,0,0,D
51,1,3,3,0,1,A
27,1,3,2,0,0,A
41,1,3,3,1,1,A
57,1,3,2,1,1,A
37,1,2,3,0,0,D
41,1,2,3,1,1,A
32,1,3,2,1,1,A
62,1,3,2,1,0,A
48,1,1,2,0,1,A
59,1,2,3,1,1,A
53,1,2,1,0,1,A
30,1,3,3,0,1,A
59,1,2,2,1,1,A
25,1,3,1,1,1,A
32,1,1,1,1,0,A
27,1,1,3,1,1,A
25,1,3,3,0,1,A
37,1,2,3,0,1,A
39,1,1,1,1,0,A
31,1,1,1,1,1,A
59,1,2,1,1,1,A
62,1,1,2,1,1,A
55,1,3,2,0,1,A
64,1,2,3,1,1,D
60,1,2,2,1,1,A
59,1,2,1,1,1,A
44,1,3,2,1,1,A
34,1,3,2,1,0,A
42,1,1,2,1,1,A
46,1,2,1,1,1,A
62,1,2,3,1,1,A
43,1,2,3,0,0,A
53,1,3,3,0,1,A
37,1,3,3,1,0,A
37,1,1,1,1,1,A
53,1,2,1,1,0,A
50,1,1,3,0,0,A
47,1,3,3,1,1,A
39,1,3,1,0,1,D
38,1,3,2,0,1,A
35,1,2,1,1,1,A
42,1,2,2,0,0,A
57,1,3,2,1,1,A
51,1,2,3,1,1,A
26,1,1,3,1,1,A
28,1,2,3,1,1,A
49,1,1,2,1,1,A
60,1,3,3,1,0,D
30,1,1,1,1,0,A
52,1,3,2,1,0,A
47,1,2,3,1,1,A
29,1,1,1,0,1,A
35,1,1,3,0,1,A
31,1,1,1,0,1,A
42,1,2,3,1,1,A
48,1,3,2,0,1,A
56,1,1,3,1,0,A
52,1,1,1,1,1,A
51,1,2,3,1,0,A
51,1,2,3,1,1,A
61,1,2,3,1,1,A
62,1,1,1,1,1,A
47,1,3,3,1,1,A
49,1,2,3,0,1,A
58,1,3,1,1,1,A
38,1,3,3,1,1,A
33,1,2,1,1,1,A
58,1,2,1,0,1,A
30,1,2,3,1,1,A
55,1,2,1,0,1,A
57,1,3,3,1,0,A
55,1,2,3,1,0,A
36,1,2,2,1,1,A
28,1,2,2,1,0,A
50,1,1,3,1,1,A
54,1,2,3,1,1,A
47,1,2,1,1,1,A
35,1,1,3,1,0,A
37,1,2,2,0,1,A
34,1,1,3,1,1,A
44,1,2,1,1,0,A
48,1,2,2,1,1,A
32,1,1,1,0,0,A
46,1,2,1,0,1,A
41,1,3,1,1,1,A
41,1,3,2,1,0,A
52,1,3,3,0,1,A
45,1,2,3,0,1,A
32,1,2,3,0,1,A
63,1,2,2,0,1,D
49,1,1,1,1,1,A
31,1,3,1,1,1,A
27,1,2,1,1,0,A
51,1,3,3,1,1,A
31,1,1,3,1,0,A
26,1,1,3,1,1,A
34,1,3,1,1,0,A
26,1,1,2,0,1,A
35,1,2,3,1,1,D
52,1,2,3,1,1,A
30,1,2,1,1,1,A
33,1,1,1,1,1,A
49,1,3,1,0,1,A
25,1,2,3,0,1,A
30,1,1,1,1,1,A
32,1,1,2,1,0,A
46,1,1,1,1,0,A
25,1,3,1,1,0,A
62,1,2,3,1,0,A
54,1,3,3,1,0,A
55,1,2,3,1,0,A
47,1,2,3,1,1,A
44,1,2,3,0,1,D
50,1,2,1,1,1,A
51,1,3,1,0,1,A
29,1,1,2,1,0,A
61,1,3,2,1,1,A
55,1,3,1,0,1,A
52,1,3,2,0,1,A
25,1,2,3,0,1,A
59,1,2,2,1,1,A
53,1,1,2,1,1,A
25,1,3,3,1,1,A
32,1,2,2,1,1,A
54,1,2,3,0,1,A
30,1,2,1,1,0,A
46,1,3,1,0,1,A
56,1,1,1,0,0,A
49,1,1,2,0,1,A
33,1,2,3,1,1,A
55,1,1,3,1,0,A
30,1,2,3,1,1,A
42,1,1,1,1,0,A
48,1,2,1,1,1,A
40,1,1,3,1,1,A
52,1,2,3,1,0,A
41,1,2,3,1,1,A
54,1,1,3,0,0,A
62,1,1,1,1,1,A
48,1,1,2,1,0,A
62,1,3,3,1,0,A
40,1,2,3,1,1,A
41,1,1,2,1,1,A
58,1,2,3,0,1,A
27,1,3,2,1,0,A
41,1,1,2,0,1,A
48,1,2,2,1,1,A
53,1,2,1,0,1,A
31,1,1,3,1,1,A
56,1,1,1,1,1,A
52,1,3,1,1,1,A
55,1,2,2,1,1,A
35,1,3,1,1,1,A
43,1,1,1,1,1,A
53,1,1,2,1,1,A
41,1,1,3,1,1,A
45,1,2,3,1,0,A
25,1,3,3,0,1,A
26,1,2,1,1,0,A
28,1,3,2,0,1,A
25,1,2,3,1,1,D
54,1,3,1,1,1,A
47,1,2,3,0,1,A
50,1,2,2,1,1,A
32,1,3,1,1,1,A
38,1,2,2,1,1,A
48,1,3,2,1,0,D
51,1,1,2,1,0,A
29,1,2,2,0,0,A
37,1,3,2,0,0,A
60,1,1,1,0,1,A
54,1,1,2,1,0,A
63,1,1,1,0,1,A
42,1,2,1,1,1,A
39,1,2,2,1,0,A
43,1,2,2,1,1,A
59,1,2,3,1,0,A
50,1,2,1,1,1,A
45,1,2,3,1,1,A
33,1,1,1,1,1,A
45,1,1,3,1,0,A
48,1,2,3,1,1,A
64,1,2,2,1,1,A
48,1,2,2,1,0,A
35,1,3,3,1,0,A
29,1,2,3,1,1,A
47,1,2,3,1,1,A
36,1,2,3,1,1,A
55,1,1,3,1,1,A
25,1,2,1,0,0,A
60,1,3,1,1,1,A
60,1,2,1,0,1,A
43,1,3,2,1,1,A
48,1,2,2,1,1,A
37,1,2,1,1,0,A
59,1,1,1,1,1,A
34,1,2,1,1,1,A
33,1,2,2,1,1,A
48,1,2,1,0,1,A
56,1,2,2,0,1,A
30,1,2,2,0,1,A
37,1,2,1,1,1,A
55,1,1,1,1,0,A
62,1,2,1,1,0,A
31,1,2,3,1,0,A
26,1,3,1,0,0,A
43,1,1,2,0,1,A
49,1,3,3,1,1,A
25,1,2,3,1,0,A
53,1,2,2,1,1,A
28,1,1,1,1,1,A
32,1,3,1,0,1,A
55,1,2,2,0,1,A
46,1,2,3,1,1,A
41,1,2,3,1,1,A
41,1,2,1,1,1,A
42,1,3,2,1,1,A
53,1,3,3,1,1,A
50,1,1,2,0,1,A
30,1,3,2,1,0,A
26,1,2,1,0,0,A
28,1,1,1,0,1,A
57,1,2,3,0,1,A
54,1,2,1,1,0,A
32,1,2,2,1,1,A
60,1,1,2,1,1,A
49,1,3,1,1,1,A
35,1,2,1,1,1,A
38,1,2,3,1,0,A
31,1,2,1,0,1,A
28,1,2,2,1,1,A
30,1,2,3,1,1,A
43,1,2,1,1,0,A
45,1,1,3,1,1,A
63,1,2,2,1,0,A
34,1,2,2,1,0,A
45,1,3,1,0,1,A
56,1,2,3,1,1,A
63,1,1,3,1,1,A
61,1,2,2,1,1,A
31,1,1,2,1,0,A
56,1,2,1,1,0,A
52,1,3,3,0,1,A
35,1,2,3,1,1,A
34,1,2,1,1,0,A
36,1,2,2,0,0,A
46,1,2,3,0,0,A
39,1,1,1,1,0,A
40,1,3,3,0,1,A
28,1,1,3,1,1,A
26,1,2,3,1,1,A
57,1,3,2,1,1,A
39,1,2,1,1,0,A
40,1,1,2,1,1,A
25,1,2,2,1,1,A
60,1,2,1,1,1,A
25,1,2,1,1,0,A
40,1,2,1,1,1,A
53,1,3,1,1,1,A
37,1,1,3,0,0,A
54,1,2,2,0,0,A
64,1,3,2,1,1,A
29,1,2,1,1,0,A
35,1,1,3,1,0,A
27,1,1,1,1,0,A
47,1,2,3,1,1,A
31,1,1,3,1,1,A
25,1,1,2,1,0,A
27,1,2,2,1,1,A
33,1,2,3,1,0,D
29,1,2,1,1,1,A
28,1,2,3,1,0,A
30,1,3,1,0,1,A
28,1,2,1,1,1,A
25,1,2,1,1,1,A
57,1,1,2,1,0,A
45,1,2,2,0,0,D
53,1,3,2,1,0,A
57,1,1,2,1,1,A
25,1,3,3,0,1,A
53,1,2,3,1,1,A
31,1,2,2,1,1,A
32,1,3,2,1,1,A
55,1,3,3,1,1,A
30,1,2,2,1,1,A
47,1,3,2,1,1,A
40,1,3,1,1,1,A
38,1,2,3,1,1,A
44,1,3,2,1,1,A
35,1,2,3,1,1,A
56,1,2,2,0,1,A
53,1,2,3,0,0,A
55,1,1,1,1,1,A
28,1,2,1,1,1,A
50,1,2,1,1,0,A
64,1,2,1,1,1,D
29,1,3,2,1,1,A
34,1,2,3,1,0,A
49,1,1,2,1,1,A
61,1,1,3,1,1,A
61,1,2,3,1,1,A
52,1,1,2,1,1,A
63,1,2,2,0,0,A
29,1,2,2,1,1,A
44,1,2,3,0,1,A
45,1,1,1,1,1,A
61,1,2,1,1,1,A
61,1,2,2,1,1,A
60,1,2,1,0,1,D
43,1,1,3,1,0,A
63,1,1,1,1,1,A
59,1,3,2,1,1,A
45,1,1,3,1,1,D
56,1,1,1,1,1,A
49,1,3,2,0,1,A
46,1,2,3,1,1,A
29,1,3,2,0,0,A
48,1,3,2,0,1,A
33,1,2,2,1,0,A
35,1,2,1,1,1,A
50,1,1,2,1,0,A
29,1,3,1,1,1,A
29,1,2,3,0,1,A
39,1,2,3,1,0,A
45,1,2,2,1,1,A
55,1,3,1,1,1,A
46,1,2,3,0,1,A
48,1,3,1,1,1,A
51,1,1,3,0,1,A
53,1,1,1,0,0,A
33,1,3,1,1,1,A
57,1,1,3,0,0,A
41,1,2,3,1,1,A
46,1,2,3,0,0,A
47,1,3,2,1,1,A
55,1,1,3,1,0,A
45,1,2,1,1,1,A
44,1,2,1,1,1,A
62,1,1,2,0,1,A
44,1,1,2,1,0,A
49,1,3,2,0,1,A
45,1,1,2,1,1,A
56,1,2,2,0,1,A
41,1,1,2,0,1,A
28,1,1,3,1,0,A
28,1,2,1,1,0,A
45,1,2,2,1,1,A
44,1,1,1,1,1,A
55,1,2,3,1,0,A
55,1,2,2,1,1,A
39,1,2,2,1,0,A
43,1,1,1,1,0,A
60,1,3,1,1,1,A
59,1,1,1,1,0,A
54,1,2,1,1,1,A
39,1,1,2,1,0,A
38,1,1,1,1,1,D
60,1,2,3,0,1,A
50,1,3,3,1,1,A
38,1,2,3,1,0,A
31,1,3,2,1,1,A
28,1,2,3,1,1,A
44,1,1,1,0,0,A
63,1,3,3,1,1,A
38,1,1,2,0,0,A
34,1,2,1,1,0,A
39,1,2,2,1,0,A
54,1,1,2,1,1,A
27,1,2,1,0,0,A
59,1,3,1,0,1,A
59,1,2,2,0,1,A
63,1,1,2,1,0,D
27,1,2,3,0,1,A
53,1,2,1,1,0,A
51,1,1,3,0,1,A
27,1,1,3,1,1,A
26,1,2,2,1,1,A
50,1,1,1,1,1,D
52,1,3,2,0,1,A
64,1,1,3,0,0,A
61,1,1,2,1,1,A
33,1,3,3,1,0,A
33,1,3,1,1,0,A
56,1,2,3,0,1,A
44,1,1,2,0,1,A
45,1,2,1,1,1,A
60,1,3,1,1,1,A
41,1,3,2,0,0,A
34,1,1,2,1,1,A
59,1,1,2,0,0,A
51,1,1,3,0,1,A
52,1,1,3,1,1,A
39,1,3,2,0,1,D
47,1,1,1,0,1,D
30,1,1,1,1,1,A
47,1,3,3,0,0,A
47,1,1,3,1,0,A
48,1,2,1,1,0,A
34,1,3,2,0,1,A
37,1,2,1,0,1,A
39,1,3,3,0,1,A
50,1,2,3,1,1,A
53,1,3,3,0,1,A
36,1,3,1,1,0,A
48,1,3,2,0,0,A
32,1,1,3,1,1,A
50,1,2,1,1,1,A
64,1,2,2,1,1,A
60,1,2,2,0,0,A
43,1,1,2,1,1,A
48,1,2,3,1,1,A
34,1,2,1,1,0,A
36,1,1,3,0,1,A
58,1,3,2,1,1,A
32,1,2,1,0,1,A
35,1,3,2,1,1,A
42,1,3,2,1,1,A
42,1,2,3,0,1,A
52,1,1,2,1,1,A
25,1,2,1,1,1,A
50,1,2,2,0,1,A
56,1,2,3,0,1,A
61,1,3,2,1,0,A
51,1,2,3,1,1,A
50,1,2,1,0,1,A
55,1,3,2,1,1,A
30,1,1,2,1,1,A
32,1,3,1,1,1,A
48,1,1,1,0,0,A
58,1,2,2,1,1,A
25,1,3,2,1,1,A
43,1,3,2,1,1,A
62,1,2,3,1,1,A
41,1,1,1,0,0,A
57,1,2,2,1,0,A
64,1,3,2,0,1,D
28,1,2,2,1,0,A
42,1,1,1,1,1,A
54,1,2,2,1,1,A
35,1,2,1,1,1,A
29,1,2,2,1,1,A
57,1,2,2,1,0,A
57,1,3,2,0,1,A
25,1,2,2,1,1,A
26,1,3,1,0,0,A
25,1,2,3,1,1,A
34,1,2,1,1,0,A
43,1,3,2,1,1,A
26,1,2,2,1,1,A
49,1,3,2,0,1,A
54,1,1,2,1,1,A
59,1,2,2,1,1,A
58,1,2,1,1,0,A
36,1,2,1,0,1,A
49,1,1,1,1,1,A
43,1,3,2,1,0,D
52,1,2,1,1,1,A
63,1,3,1,1,0,A
46,1,1,2,1,1,A
29,1,2,3,0,1,A
60,1,1,1,1,1,A
61,1,3,2,0,1,A
48,1,2,1,1,0,A
27,1,3,3,0,1,A
45,1,3,3,1,1,A
64,1,2,1,1,0,A
53,1,3,1,0,0,A
49,1,1,2,1,1,D
47,1,2,3,1,0,A
62,1,3,3,1,1,A
25,1,2,3,1,0,A
32,1,1,2,0,1,A
39,1,2,2,1,0,A
35,1,1,1,1,1,A
37,1,3,2,1,1,A
55,1,3,3,1,1,A
63,1,3,1,0,0,A
54,1,2,3,1,1,A
55,1,2,2,1,0,A
33,1,2,1,1,0,A
51,1,2,2,1,0,A
53,1,3,1,1,1,A
56,1,2,1,1,1,A
64,1,2,2,0,1,A
40,1,2,3,0,1,A
32,1,2,1,0,1,A
63,1,2,3,0,1,A
44,1,3,3,1,1,A
54,1,2,3,1,1,A
40,1,2,1,1,1,A
55,1,1,3,1,0,A
38,1,2,1,1,1,A
32,1,2,2,0,1,A
59,1,1,1,1,0,A
30,1,3,1,1,0,A
53,1,3,1,1,0,A
33,1,2,2,0,0,A
27,1,2,2,1,1,A
29,1,1,2,1,0,A
51,1,2,3,1,1,A
62,1,2,2,1,1,A
48,1,2,2,1,0,A
63,1,2,2,1,1,A
32,1,3,1,1,1,A
61,1,3,1,1,0,A
53,1,1,2,1,1,A
50,1,1,1,1,0,A
34,1,2,3,1,0,A
28,1,3,2,1,1,A
44,1,1,3,0,1,A
52,1,2,2,1,0,A
31,1,2,3,0,1,A
53,1,1,1,1,0,A
37,1,2,1,0,0,A
45,1,1,1,1,1,A
27,1,3,1,1,1,A
55,1,2,3,0,1,A
40,1,2,1,1,1,A
25,1,2,3,1,1,A
35,1,1,3,0,1,A
29,1,2,3,1,1,A
43,1,1,3,1,1,A
49,1,1,1,1,0,A
34,1,2,3,1,0,A
42,1,3,3,0,1,A
43,1,3,2,1,1,A
