id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
385858,Male,74,1,8,0,3,1,41665,26,90,1
385859,Male,53,1,8,1,3,2,28925,26,42,1
385860,Male,40,1,48,0,3,1,2630,124,31,1
385861,Female,48,1,48,0,2,1,2630,26,194,1
385862,Male,66,1,28,1,3,2,34760,25,46,1
385863,Male,40,1,28,0,3,1,33070,124,195,1
385864,Male,63,1,8,0,3,1,40735,26,103,1
385865,Male,58,1,28,0,3,1,40524,26,230,1
385866,Male,25,1,35,1,1,2,28071,152,266,1
385867,Male,21,1,46,0,1,1,32196,160,37,1
385868,Female,50,1,28,0,3,2,51066,124,244,1
385869,Female,43,1,41,0,3,1,44225,124,217,1
385870,Female,32,1,18,1,1,2,34356,152,240,1
385871,Male,26,1,6,1,1,2,24724,152,119,1
385872,Female,23,1,46,1,1,2,27765,152,92,1
385873,Female,25,1,15,0,1,1,2630,152,271,1
385874,Male,72,1,28,0,3,1,46987,26,130,1
385875,Male,22,1,15,1,1,2,2630,152,294,1
385876,Female,52,1,28,1,3,2,36795,124,112,1
385877,Male,46,1,41,1,3,2,32511,124,119,1
385878,Female,31,1,3,1,1,2,27387,152,272,1
385879,Male,45,1,33,0,3,1,2630,156,181,1
385880,Male,58,1,31,0,3,1,2630,124,91,1
385881,Male,47,1,28,0,3,1,37929,124,35,1
385882,Female,21,1,46,0,1,1,17436,160,112,1
385883,Female,27,1,36,1,3,2,27370,124,271,1
385884,Male,23,1,8,1,1,2,37997,152,151,1
385885,Male,30,1,24,0,3,1,2630,124,153,1
385886,Male,24,1,29,1,1,2,48209,152,159,1
385887,Female,32,1,28,0,1,1,2630,158,178,1
385888,Female,29,1,7,1,1,2,44825,152,55,1
385889,Male,51,1,46,0,3,1,24436,124,189,1
385890,Male,44,1,28,0,3,1,30798,4,264,1
385891,Female,21,1,15,0,1,1,24110,152,132,1
385892,Female,68,1,45,0,2,1,27075,122,115,1
385893,Female,45,1,28,0,2,1,36283,26,66,1
385894,Male,26,1,28,1,1,2,41492,152,109,1
385895,Female,24,1,27,0,1,1,20073,152,29,1
385896,Male,42,1,28,1,3,2,41779,124,289,1
385897,Male,30,1,25,0,3,1,2630,157,70,1
385898,Female,24,1,29,1,1,2,23811,152,174,1
385899,Male,39,1,28,0,3,1,37186,26,207,1
385900,Female,54,1,33,1,3,2,46133,26,146,1
385901,Male,42,1,28,0,3,2,2630,156,125,1
385902,Male,23,1,28,0,1,1,35101,151,86,1
385903,Female,40,1,28,0,3,1,35074,124,25,1
385904,Male,57,1,15,1,3,2,2630,14,200,1
385905,Female,23,1,13,1,1,2,16273,152,35,1
385906,Female,33,1,41,0,1,1,31624,124,283,1
385907,Female,28,1,41,1,1,2,37981,152,233,1
385908,Male,46,1,1,0,3,1,2630,124,15,1
385909,Male,46,1,15,1,3,2,45068,152,49,1
385910,Male,57,1,28,0,3,1,38309,10,185,1
385911,Male,49,1,20,0,3,1,2630,26,68,1
385912,Male,48,1,28,0,3,1,2630,26,18,1
385913,Female,24,1,45,1,1,2,25327,152,38,1
385914,Male,36,1,28,0,2,1,43929,122,293,1
385915,Male,59,1,31,0,3,1,2630,124,117,1
385916,Female,25,1,7,0,3,1,2630,154,186,1
385917,Female,51,1,28,1,3,2,62838,26,268,1
385918,Male,21,1,46,0,1,2,32858,160,44,1
385919,Female,38,1,15,0,3,1,30950,124,97,1
385920,Female,24,1,39,0,1,1,30600,151,231,1
385921,Male,59,1,48,0,3,1,2630,26,140,1
385922,Male,50,1,7,0,3,2,2630,26,256,1
385923,Male,61,1,25,0,3,1,32166,26,292,1
385924,Male,20,1,33,0,1,1,28070,160,39,1
385925,Male,24,1,16,1,1,2,2630,151,245,1
385926,Female,25,1,47,0,1,1,41221,152,179,1
385927,Female,26,1,9,1,1,2,28448,152,117,1
385928,Female,22,1,12,0,1,1,35938,152,253,1
385929,Female,21,1,8,0,1,1,41798,152,69,1
385930,Female,49,1,28,0,2,1,42848,26,84,1
385931,Female,79,1,18,1,3,2,23442,122,179,1
385932,Male,36,1,39,1,3,2,34606,152,143,1
385933,Female,22,1,30,0,1,1,32633,152,264,1
385934,Female,24,1,8,1,1,2,47446,152,175,1
385935,Male,23,1,46,1,1,2,20457,152,91,1
385936,Male,22,1,30,1,1,2,27228,152,89,1
385937,Male,29,1,30,1,1,2,23791,152,164,1
385938,Male,25,1,28,0,1,1,2630,157,33,1
385939,Female,73,1,26,1,3,2,29948,26,135,1
385940,Female,27,1,11,1,1,2,32089,152,269,1
385941,Male,26,1,41,1,1,2,31283,152,241,1
385942,Male,28,1,28,1,1,2,50016,152,110,1
385943,Male,57,1,28,0,3,1,35713,13,83,1
385944,Male,46,1,5,0,3,1,28933,124,298,1
385945,Female,21,1,8,1,1,2,71712,160,76,1
385946,Male,45,1,28,0,3,1,29743,122,59,1
385947,Female,44,1,41,0,3,1,38094,26,212,1
385948,Male,23,1,41,0,1,1,31725,152,168,1
385949,Male,27,1,16,1,1,2,26809,152,273,1
385950,Female,21,1,8,1,1,2,50490,152,290,1
385951,Male,29,1,10,0,1,2,21979,152,297,1
385952,Female,52,1,28,0,3,1,50652,124,159,1
385953,Male,73,1,28,0,3,1,46422,122,35,1
385954,Female,64,1,28,0,3,1,38424,124,95,1
385955,Male,54,1,28,0,3,1,52008,26,171,1
385956,Male,39,1,5,0,3,1,30675,124,104,1
385957,Female,27,1,28,1,1,2,21858,152,291,1
385958,Male,46,1,45,0,3,1,32747,26,184,1
385959,Female,25,1,8,1,1,2,42921,152,97,1
385960,Male,45,1,28,1,3,2,25952,124,147,1
385961,Male,24,1,8,1,1,2,45037,152,47,1
385962,Female,41,1,28,0,3,1,32143,122,244,1
385963,Female,68,1,6,1,3,2,26282,124,114,1
385964,Male,77,1,14,0,3,2,24777,26,156,1
385965,Female,23,1,6,1,1,2,30133,152,195,1
385966,Male,45,1,36,0,1,2,2630,1,36,1
385967,Male,39,1,28,0,3,2,31854,124,11,1
385968,Male,61,1,33,0,3,1,34974,124,64,1
385969,Male,45,1,8,1,3,2,35187,157,64,1
385970,Female,71,1,28,0,3,1,56584,122,195,1
385971,Female,25,1,36,1,1,2,22697,152,143,1
385972,Male,43,1,15,0,3,1,41638,26,66,1
385973,Female,47,1,18,1,3,2,35793,26,291,1
385974,Male,21,1,2,1,1,2,2630,160,117,1
385975,Male,47,1,8,1,3,2,47347,124,295,1
385976,Male,34,1,14,0,3,1,22144,163,45,1
385977,Female,32,1,28,1,1,2,51997,152,201,1
385978,Male,47,1,28,1,3,2,28726,26,114,1
385979,Female,25,1,24,1,1,2,30372,152,144,1
385980,Male,20,1,27,1,1,1,41841,160,52,1
385981,Male,38,1,28,0,3,1,2630,124,67,1
385982,Female,49,1,28,0,2,1,47643,26,182,1
385983,Male,63,1,31,0,3,1,2630,9,225,1
385984,Male,62,1,25,1,3,1,2630,30,228,1
385985,Female,26,1,28,0,3,1,2630,122,53,1
385986,Male,24,1,23,0,1,1,33509,152,269,1
385987,Male,60,1,28,0,3,1,102747,26,12,1
385988,Female,22,1,24,0,1,1,47070,152,164,1
385989,Female,66,1,7,0,3,1,2630,124,142,1
385990,Female,42,1,30,1,3,2,26973,152,171,1
385991,Female,25,1,13,1,1,2,27612,152,232,1
385992,Female,44,1,28,0,3,1,32834,26,34,1
385993,Male,38,1,28,0,3,1,40311,124,214,1
385994,Male,27,1,12,1,1,2,2630,152,94,1
385995,Female,21,1,8,0,1,1,44225,152,191,1
385996,Female,74,1,28,1,3,2,35952,61,21,1
385997,Female,24,1,37,1,1,2,36762,152,160,1
385998,Female,52,1,41,0,3,1,30315,124,39,1
385999,Male,39,1,0,0,3,1,2630,26,16,1
386000,Female,24,1,28,1,1,2,43210,152,78,1
386001,Female,22,1,41,0,1,1,34161,152,211,1
386002,Male,73,1,28,1,3,2,25945,37,215,1
386003,Male,53,1,19,0,2,1,45331,26,212,1
386004,Female,28,1,29,0,1,1,33802,26,122,1
386005,Female,27,1,11,1,1,2,29561,152,73,1
386006,Male,23,1,33,1,1,2,36938,152,185,1
386007,Female,21,1,11,0,1,1,35141,160,65,1
386008,Female,30,1,26,1,1,2,33822,151,276,1
386009,Female,24,1,6,1,1,2,32548,151,254,1
386010,Male,75,1,28,0,3,1,39904,26,146,1
386011,Female,48,1,28,1,3,2,41093,154,157,1
386012,Female,62,1,28,0,2,1,2630,26,227,1
386013,Female,23,1,32,1,1,2,2630,160,265,1
386014,Female,69,1,26,0,3,1,33040,26,215,1
386015,Female,27,1,14,0,1,1,17611,152,252,1
386016,Female,22,1,41,1,1,2,30164,152,132,1
386017,Male,51,1,30,0,3,1,22893,26,107,1
386018,Male,38,1,47,0,3,1,33357,124,50,1
386019,Male,54,1,28,0,3,1,53727,26,88,1
386020,Male,25,1,50,1,1,2,22459,152,43,1
386021,Male,22,1,15,0,1,1,39936,152,168,1
386022,Female,29,1,37,1,1,2,22788,152,187,1
386023,Female,38,1,28,0,3,2,31211,26,115,1
386024,Male,38,1,28,1,3,2,46046,124,11,1
386025,Female,51,1,8,1,3,2,33917,26,149,1
386026,Female,21,1,2,1,1,2,29955,160,166,1
386027,Male,70,1,8,0,3,1,36444,124,19,1
386028,Female,52,1,32,0,3,1,25082,124,232,1
386029,Female,22,1,2,0,1,1,29510,152,115,1
386030,Male,40,1,8,0,3,1,54372,124,106,1
386031,Female,41,1,46,0,3,1,49595,124,265,1
386032,Male,49,1,28,1,3,2,29848,124,134,1
386033,Female,34,1,44,0,3,1,2630,124,161,1
386034,Female,24,1,8,0,1,1,70640,124,49,1
386035,Female,23,1,8,1,1,2,27224,152,116,1
386036,Female,69,1,25,0,2,1,27991,124,193,1
386037,Female,23,1,8,1,1,2,51284,152,83,1
386038,Female,36,1,28,0,3,1,34272,124,139,1
386039,Male,24,1,11,1,1,2,36732,152,95,1
386040,Female,61,1,28,1,3,2,27400,124,125,1
386041,Male,29,1,6,0,1,1,2630,156,34,1
386042,Male,54,1,28,0,2,1,40160,124,196,1
386043,Male,32,1,6,0,1,2,2630,1,297,1
386044,Male,39,1,28,0,3,1,27883,124,27,1
386045,Male,23,1,2,0,1,1,22971,152,202,1
386046,Female,62,1,28,0,2,1,95102,122,15,1
386047,Female,45,1,28,1,3,2,65399,124,219,1
386048,Female,23,1,36,1,1,2,33490,152,27,1
386049,Male,21,1,27,0,1,1,22383,152,223,1
386050,Male,24,1,38,1,1,2,2630,152,103,1
386051,Male,48,1,46,1,3,2,34057,124,136,1
386052,Female,35,1,8,0,3,1,2630,152,94,1
386053,Male,23,1,40,1,1,2,2630,152,48,1
386054,Male,26,1,46,1,1,2,20742,152,253,1
386055,Male,33,1,28,0,3,1,48323,124,119,1
386056,Male,47,1,34,0,3,1,24821,26,270,1
386057,Male,53,1,28,0,2,1,45310,26,123,1
386058,Male,20,1,8,1,1,2,82824,160,120,1
386059,Female,22,1,47,0,1,1,30122,152,36,1
386060,Female,27,1,41,1,1,2,37948,152,292,1
386061,Male,46,1,28,0,2,1,2630,26,219,1
386062,Female,42,1,28,0,3,2,34944,124,61,1
386063,Female,48,1,48,0,3,1,2630,124,271,1
386064,Male,20,1,46,1,1,2,45035,160,273,1
386065,Male,74,1,48,1,3,2,2630,122,146,1
386066,Female,46,1,28,0,3,1,36051,124,234,1
386067,Female,43,1,28,0,3,1,27349,124,228,1
386068,Female,35,1,50,1,3,2,30326,152,206,1
386069,Male,40,1,47,0,2,1,35207,26,272,1
386070,Female,25,1,43,1,1,2,120320,152,260,1
386071,Female,46,1,28,0,3,1,49116,124,22,1
386072,Female,60,1,41,0,2,1,47664,124,159,1
386073,Male,71,1,8,0,3,1,79935,26,276,1
386074,Female,21,1,15,1,1,2,61109,160,17,1
386075,Female,23,1,30,1,1,2,32211,163,42,1
386076,Male,53,1,14,0,2,1,39293,26,212,1
386077,Female,29,1,10,1,1,2,34415,152,46,1
386078,Male,40,1,28,0,3,1,40674,124,221,1
386079,Female,67,1,28,0,2,1,58331,125,161,1
386080,Female,31,1,28,0,3,1,52150,124,48,1
386081,Female,42,1,28,0,3,1,38332,26,107,1
386082,Female,42,1,17,1,3,2,28917,124,97,1
386083,Male,48,1,35,0,3,1,2630,124,172,1
386084,Male,36,1,0,1,3,2,2630,124,48,1
386085,Male,27,1,11,0,3,1,2630,157,123,1
386086,Female,36,1,30,0,3,1,2630,124,237,1
386087,Male,46,1,41,0,3,1,33567,124,97,1
386088,Male,65,1,28,1,3,2,55511,26,217,1
386089,Female,44,1,29,1,3,2,35926,124,263,1
386090,Female,33,1,8,1,3,2,42338,8,73,1
386091,Female,57,1,37,0,3,1,41339,157,285,1
386092,Female,29,1,41,0,3,1,24659,157,22,1
386093,Male,50,1,32,0,3,1,2630,26,225,1
386094,Male,46,1,28,0,3,1,35924,124,233,1
386095,Male,56,1,28,1,3,2,42162,26,296,1
386096,Female,20,1,15,1,1,2,24691,160,29,1
386097,Male,22,1,46,0,1,2,23619,152,186,1
386098,Female,34,1,35,0,3,1,36007,152,74,1
386099,Female,43,1,28,0,3,1,39669,26,119,1
386100,Male,42,1,28,0,3,1,35638,124,227,1
386101,Male,43,1,28,0,3,1,2630,26,151,1
386102,Female,26,1,36,1,1,2,23885,152,198,1
386103,Male,36,1,47,1,3,2,19515,16,121,1
386104,Female,47,1,0,0,3,1,2630,7,209,1
386105,Female,25,1,41,1,1,2,24101,160,208,1
386106,Male,55,1,41,0,3,1,46212,26,178,1
386107,Male,24,1,8,1,1,2,57175,152,282,1
386108,Female,23,1,16,1,1,1,20970,160,126,1
386109,Female,44,1,8,1,3,2,35098,26,61,1
386110,Female,27,1,15,1,1,2,34364,152,24,1
386111,Male,23,1,33,1,1,2,33064,152,236,1
386112,Male,33,1,41,1,1,2,35595,152,276,1
386113,Female,24,1,45,0,1,1,2630,124,166,1
386114,Female,40,1,36,0,3,1,2630,152,185,1
386115,Male,43,1,36,1,3,2,34931,152,26,1
386116,Female,26,1,41,0,1,1,30768,152,210,1
386117,Female,57,1,41,1,3,2,52387,152,104,1
386118,Female,25,1,41,1,1,2,28624,152,75,1
386119,Female,23,1,30,1,1,2,40037,152,135,1
386120,Male,56,1,28,1,3,2,43446,55,61,1
386121,Male,27,1,28,1,1,2,32049,152,265,1
386122,Male,25,1,8,1,1,2,39889,152,154,1
386123,Male,23,1,36,0,1,1,34712,152,63,1
386124,Male,30,1,46,1,3,2,2630,26,136,1
386125,Male,51,1,2,0,3,1,27229,30,42,1
386126,Male,25,1,43,0,1,2,36302,152,152,1
386127,Female,70,1,15,0,3,1,2630,156,219,1
386128,Female,29,1,30,1,1,2,29191,152,48,1
386129,Male,23,1,15,1,1,2,30684,152,11,1
386130,Female,34,1,3,1,3,2,48170,152,229,1
386131,Female,46,1,50,0,3,1,40959,124,203,1
386132,Female,24,1,28,1,1,2,24679,152,61,1
386133,Female,33,1,28,0,3,1,31605,26,87,1
386134,Male,24,1,17,0,3,1,35238,157,39,1
386135,Male,29,1,11,1,1,2,43675,152,13,1
386136,Female,29,1,30,1,1,2,2630,160,257,1
386137,Male,54,1,28,0,3,1,49460,26,82,1
386138,Male,44,1,39,1,3,2,39248,26,76,1
386139,Male,23,1,21,1,1,2,28634,152,23,1
386140,Female,30,1,38,1,3,2,2630,124,182,1
386141,Female,44,1,46,1,3,2,2630,155,12,1
386142,Female,52,1,28,1,3,2,29365,26,99,1
386143,Female,26,1,28,1,1,2,56632,152,23,1
386144,Female,39,1,45,0,3,1,32214,124,47,1
386145,Male,47,1,12,1,3,2,33800,124,177,1
386146,Female,30,1,28,1,1,2,2630,152,173,1
386147,Male,30,1,8,1,1,2,2630,152,139,1
386148,Male,21,1,29,0,3,2,2630,156,169,1
386149,Female,48,1,43,0,3,1,39446,26,44,1
386150,Female,37,1,28,1,3,2,63779,124,235,1
386151,Male,43,1,28,0,3,1,41267,26,86,1
386152,Female,23,1,8,1,1,2,54992,152,214,1
386153,Male,40,1,15,0,3,1,28043,157,290,1
386154,Male,70,1,28,0,3,1,45159,26,15,1
386155,Male,65,1,8,0,2,1,39134,26,101,1
386156,Male,25,1,8,1,1,2,32990,160,190,1
386157,Male,34,1,52,0,3,1,48374,120,144,1
386158,Female,25,1,8,0,1,2,29952,152,116,1
386159,Male,61,1,28,0,3,2,59652,26,287,1
386160,Female,26,1,29,1,1,2,29818,152,104,1
386161,Male,21,1,35,0,1,1,30898,160,70,1
386162,Male,27,1,6,1,1,2,26426,152,89,1
386163,Female,56,1,28,0,3,1,2630,124,219,1
386164,Female,36,1,13,0,3,1,31306,124,45,1
386165,Female,25,1,14,1,1,2,41298,152,117,1
386166,Male,69,1,28,1,3,2,60200,13,61,1
386167,Male,26,1,41,1,1,2,20687,152,105,1
386168,Male,42,1,28,0,3,1,25106,26,281,1
386169,Female,24,1,28,1,1,2,35628,26,176,1
386170,Male,40,1,2,1,3,2,33277,152,220,1
386171,Male,47,1,28,0,3,1,46864,26,147,1
386172,Female,24,1,14,1,1,2,26239,152,189,1
386173,Male,33,1,15,0,1,2,2630,1,27,1
386174,Male,27,1,46,0,1,2,18923,152,125,1
386175,Female,23,1,15,1,1,2,25531,152,161,1
386176,Male,29,1,8,1,1,2,38240,152,287,1
386177,Male,23,1,50,1,1,2,32964,152,229,1
386178,Male,74,1,28,0,3,1,68184,55,204,1
386179,Female,40,1,40,1,3,1,35644,124,163,1
386180,Male,70,1,36,0,3,1,34173,26,274,1
386181,Male,24,1,10,1,1,2,25670,26,154,1
386182,Female,54,1,28,0,1,2,2630,1,233,1
386183,Female,53,1,28,0,3,1,37435,122,25,1
386184,Female,22,1,47,1,1,2,38742,152,127,1
386185,Male,38,1,20,1,3,2,2630,124,12,1
386186,Female,21,1,28,0,1,2,48451,152,29,1
386187,Male,44,1,28,0,3,1,27854,26,78,1
386188,Male,62,1,46,1,3,2,37148,26,249,1
386189,Male,50,1,8,1,3,2,65324,26,131,1
386190,Male,54,1,30,0,2,1,30117,124,216,1
386191,Male,39,1,29,1,3,1,2630,124,286,1
386192,Female,49,1,47,1,3,2,18335,16,246,1
386193,Male,49,1,8,0,3,1,36082,124,226,1
386194,Male,64,1,9,1,3,2,42152,124,35,1
386195,Male,53,1,8,0,3,1,42864,124,22,1
386196,Female,46,1,28,0,3,2,44418,26,85,1
386197,Female,22,1,28,1,1,2,31323,160,71,1
386198,Male,28,1,36,0,1,1,36688,152,232,1
386199,Male,20,1,8,0,1,1,31140,160,91,1
386200,Female,54,1,28,1,3,1,31278,26,54,1
386201,Male,62,1,28,1,3,2,32421,26,277,1
386202,Female,73,1,33,0,3,1,34113,124,247,1
386203,Male,43,1,28,0,2,1,43763,26,10,1
386204,Female,23,1,46,1,1,2,19429,156,160,1
386205,Female,67,1,28,0,3,1,49725,26,241,1
386206,Female,79,1,46,1,3,2,2630,26,188,1
386207,Male,27,1,3,1,1,2,2630,152,30,1
386208,Female,22,1,30,0,3,1,30265,124,220,1
386209,Male,55,1,8,0,3,1,2630,26,137,1
386210,Male,25,1,9,1,1,2,2630,152,179,1
386211,Male,46,1,41,0,3,1,2630,156,155,1
386212,Female,21,1,46,0,1,2,17517,160,12,1
386213,Female,50,1,0,1,3,2,2630,26,291,1
386214,Female,53,1,28,0,3,1,44685,26,25,1
386215,Female,27,1,35,1,1,2,28598,152,128,1
386216,Male,22,1,29,1,1,2,37559,152,121,1
386217,Male,43,1,28,0,3,1,34799,26,21,1
386218,Female,31,1,28,0,3,1,25273,26,18,1
386219,Male,69,1,8,0,3,2,27077,26,23,1
386220,Female,52,1,28,0,2,1,2630,124,299,1
386221,Female,25,1,18,0,1,1,34888,152,281,1
386222,Male,20,1,15,1,3,2,2630,156,233,1
386223,Female,44,1,46,0,3,1,39203,124,124,1
386224,Female,50,1,28,1,3,2,28305,156,146,1
386225,Female,43,1,17,1,3,1,2630,26,116,1
386226,Female,36,1,0,0,3,2,2630,61,184,1
386227,Male,48,1,46,0,3,1,30173,26,295,1
386228,Male,44,1,28,1,3,2,38996,26,101,1
386229,Female,20,1,7,0,1,1,26250,160,106,1
386230,Female,24,1,50,0,1,1,32177,151,165,1
386231,Female,34,1,28,1,3,2,2630,122,265,1
386232,Female,28,1,25,1,1,2,29559,152,133,1
386233,Male,43,1,41,1,3,2,36683,124,235,1
386234,Female,26,1,15,1,1,2,25959,152,292,1
386235,Female,23,1,11,1,1,2,35764,152,198,1
386236,Female,51,1,28,1,3,2,50016,124,181,1
386237,Male,68,1,2,1,3,2,2630,152,200,1
386238,Female,23,1,11,0,1,1,38419,156,241,1
386239,Female,25,1,8,1,1,2,39684,152,193,1
386240,Male,32,1,41,1,3,2,42559,124,103,1
386241,Female,23,1,18,1,1,2,29824,152,239,1
386242,Male,65,1,28,0,3,1,35417,26,139,1
386243,Female,46,1,28,1,3,2,46740,124,260,1
386244,Male,24,1,28,1,1,2,24223,152,282,1
386245,Female,38,1,41,0,3,1,32033,157,231,1
386246,Male,23,1,8,0,1,2,37832,151,170,1
386247,Male,20,1,1,1,3,2,2630,124,238,1
386248,Female,23,1,14,0,3,1,33992,124,185,1
386249,Male,52,1,29,1,3,2,30529,24,189,1
386250,Male,60,1,22,0,3,1,35174,26,168,1
386251,Male,48,1,28,0,3,1,68956,124,267,1
386252,Male,35,1,41,1,3,2,32001,152,235,1
386253,Female,21,1,7,1,1,2,55342,160,247,1
386254,Female,66,1,8,0,3,1,2630,157,90,1
386255,Female,42,1,46,1,3,2,20067,11,229,1
386256,Male,43,1,48,0,3,1,2630,124,183,1
386257,Male,55,1,7,0,3,1,49094,124,144,1
386258,Male,22,1,36,0,1,1,37030,152,21,1
386259,Male,38,1,28,0,3,1,52384,122,273,1
386260,Female,23,1,36,1,1,2,32378,152,155,1
386261,Male,37,1,24,0,3,1,33571,155,277,1
386262,Male,23,1,6,1,1,2,29954,152,251,1
386263,Male,44,1,45,0,3,1,26232,154,224,1
386264,Female,20,1,41,1,1,2,2630,158,196,1
386265,Male,61,1,15,1,3,2,2630,26,115,1
386266,Male,24,1,41,0,1,2,33212,153,216,1
386267,Female,20,1,3,1,1,2,18147,160,222,1
386268,Female,31,1,16,1,1,2,2630,160,237,1
386269,Female,28,1,41,1,1,2,37133,152,157,1
386270,Female,23,1,13,0,1,1,33637,152,171,1
386271,Female,23,1,11,1,1,2,28510,152,204,1
386272,Male,39,1,39,0,3,1,28566,26,236,1
386273,Female,25,1,8,1,1,2,55529,152,223,1
386274,Male,42,1,28,0,3,1,44938,124,285,1
386275,Female,54,1,11,0,3,1,39906,154,209,1
386276,Female,22,1,34,0,1,1,35373,152,282,1
386277,Male,28,1,28,0,1,1,53631,26,70,1
386278,Male,57,1,28,0,2,1,55858,26,108,1
386279,Female,48,1,28,1,3,2,37290,26,290,1
386280,Male,24,1,35,1,1,2,29091,152,93,1
386281,Female,22,1,39,1,1,2,26752,152,211,1
386282,Female,40,1,28,0,3,1,41146,124,78,1
386283,Female,28,1,23,1,1,2,32211,152,247,1
386284,Male,45,1,39,0,3,1,29078,26,13,1
386285,Male,27,1,28,1,3,2,2630,157,176,1
386286,Female,21,1,15,0,1,2,28692,160,266,1
386287,Female,27,1,36,1,1,2,2630,152,255,1
386288,Male,37,1,46,0,3,1,27936,163,125,1
386289,Female,22,1,41,1,1,2,26935,152,71,1
386290,Male,59,1,28,0,3,1,48913,124,156,1
386291,Female,27,1,12,0,1,1,25227,160,192,1
386292,Male,42,1,46,0,3,1,16579,124,251,1
386293,Male,30,1,48,0,1,1,2630,154,272,1
386294,Male,43,1,28,0,3,1,35090,26,160,1
386295,Male,48,1,39,0,3,1,40041,124,114,1
386296,Male,44,1,4,0,3,1,2630,163,10,1
386297,Female,58,1,28,0,2,1,38170,26,12,1
386298,Male,23,1,2,1,1,2,27720,152,93,1
386299,Male,51,1,8,0,3,1,28874,124,30,1
386300,Male,24,1,8,1,1,2,64441,152,30,1
386301,Male,22,1,6,1,1,2,31213,152,256,1
386302,Female,24,1,25,1,1,2,27009,152,113,1
386303,Male,41,1,13,0,3,1,25744,124,261,1
386304,Male,52,1,28,1,3,2,58769,26,279,1
386305,Male,65,1,28,0,2,1,30126,26,122,1
386306,Female,58,1,47,0,3,2,36662,152,39,1
386307,Female,22,1,15,0,1,1,18462,152,159,1
386308,Female,21,1,10,1,1,2,35065,160,189,1
386309,Male,45,1,46,0,3,2,2630,26,247,1
386310,Female,24,1,28,0,1,1,55372,152,228,1
386311,Male,41,1,28,0,3,1,2630,157,248,1
386312,Female,24,1,28,0,1,1,33577,152,34,1
386313,Male,40,1,28,0,3,2,45276,124,105,1
386314,Male,23,1,16,0,1,1,35383,152,94,1
386315,Male,38,1,41,0,3,1,29160,163,207,1
386316,Male,24,1,32,1,1,2,29299,152,63,1
386317,Female,51,1,9,0,3,1,29215,155,34,1
386318,Female,54,1,15,1,3,2,26838,124,23,1
386319,Female,23,1,30,1,1,2,25916,152,136,1
386320,Male,20,1,8,1,1,2,58796,160,89,1
386321,Female,45,1,28,0,2,1,39551,13,207,1
386322,Female,47,1,49,0,3,1,30133,26,272,1
386323,Male,40,1,28,0,3,1,54589,124,164,1
386324,Female,23,1,41,1,1,2,23591,152,194,1
386325,Male,26,1,41,1,1,2,29854,152,182,1
386326,Female,78,1,28,0,3,1,67304,122,46,1
386327,Male,25,1,30,1,1,2,55728,152,221,1
386328,Male,48,1,13,0,3,1,27520,124,282,1
386329,Male,68,1,28,0,3,1,40146,26,53,1
386330,Male,34,1,38,0,3,1,26278,154,257,1
386331,Male,57,1,8,0,3,1,2630,26,25,1
386332,Male,61,1,28,0,3,1,42556,55,70,1
386333,Female,53,1,28,0,3,1,34729,38,185,1
386334,Female,25,1,30,1,1,2,31254,152,22,1
386335,Male,44,1,28,0,3,1,38792,13,92,1
386336,Male,20,1,21,1,1,2,2630,160,262,1
386337,Male,24,1,13,1,1,2,28223,152,65,1
386338,Male,23,1,3,1,1,2,23183,152,81,1
386339,Male,36,1,28,0,3,1,61913,124,86,1
386340,Female,38,1,41,0,3,1,2630,163,299,1
386341,Male,72,1,50,1,3,2,18322,8,149,1
386342,Female,23,1,30,1,1,2,42653,152,175,1
386343,Female,30,1,10,1,1,2,16917,152,53,1
386344,Male,24,1,28,0,1,1,46558,26,35,1
386345,Female,20,1,47,0,1,1,27499,160,167,1
386346,Female,40,1,28,0,3,1,39110,124,54,1
386347,Male,28,1,46,1,1,2,22304,152,149,1
386348,Female,41,1,28,0,3,1,42667,124,66,1
386349,Male,44,1,15,0,3,1,35907,124,235,1
386350,Male,57,1,47,0,3,1,2630,26,94,1
386351,Female,23,1,18,1,1,2,59981,152,39,1
386352,Female,43,1,28,0,3,1,42007,26,289,1
386353,Female,23,1,8,1,1,2,37313,152,161,1
386354,Female,55,1,8,0,3,2,29147,26,248,1
386355,Male,75,0,28,0,3,1,91164,26,288,1
386356,Male,74,1,31,0,3,1,2630,124,177,1
386357,Female,25,1,18,0,1,1,40511,152,227,1
386358,Male,23,1,4,1,1,2,35188,152,238,1
386359,Female,25,1,41,1,1,2,33948,151,180,1
386360,Male,21,1,8,1,1,2,47740,160,12,1
386361,Male,24,1,41,1,1,2,26271,152,171,1
386362,Male,24,1,29,1,1,2,55567,152,258,1
386363,Female,23,1,10,0,1,1,29057,152,175,1
386364,Female,22,1,27,1,1,2,27147,152,82,1
386365,Female,25,1,39,0,1,2,27637,152,124,1
386366,Male,67,1,8,1,3,1,37971,26,105,1
386367,Male,24,1,28,1,1,2,36522,152,281,1
386368,Female,27,1,46,0,1,2,24887,152,69,1
386369,Female,37,1,28,0,3,1,2630,26,69,1
386370,Male,21,1,30,0,1,1,51691,160,167,1
386371,Female,57,1,28,0,3,1,41211,40,85,1
386372,Female,42,1,29,1,3,2,2630,152,226,1
